beer_name,beer_rating,brewery_location,brewery_name,review_content,reviewer_name
Truth or Consequences Dark Skies Oatmeal Stout,3.3,"Truth or Consequences, New Mexico",Truth or Consequences Brewing,Good and decent oatmeal stout. Medium body and smooth. Malty and chocolate. Some coffee.,kevinator
Truth or Consequences Earthshine Double IPA,3.3,"Truth or Consequences, New Mexico",Truth or Consequences Brewing,Good DIPA with a hoppy aroma but the bitterness was mild. Moderate sweetness.,kevinator
Truth or Consequences Palomas Porter,3.3,"Truth or Consequences, New Mexico",Truth or Consequences Brewing,Good porter. Smooth and light. Rich and more complex than expected. Coffee and malt.,kevinator
Truth or Consequences Irish Red,3.5,"Truth or Consequences, New Mexico",Truth or Consequences Brewing,Solid Irish Red. Smooth and light. Caramel malt body. Nice amber color. Low hops.,kevinator
Truth or Consequences Cosmic Blonde,3.3,"Truth or Consequences, New Mexico",Truth or Consequences Brewing,Decent blonde. Simple and easy to drink. Cereal malt notes with a minor sweetness.,kevinator
Hatherwood Ruby Rooster (Shepherd Neame),2.2,"Wimbledon, Greater London",Lidl UK,"Aroma : Toasted sweet caramel maltiness, touch of soft red fruits, merest hint of spice with a light earthy note.  Taste : As aroma. Thin watery body. Moderatly bitter throughout. O.K. but just a bog standard bitter",FACambridge
Truth or Consequences Fireside Tripel (2018),3.6,"Truth or Consequences, New Mexico",Truth or Consequences Brewing,Quite good. Moderate Belgian sugar. Boozy with a smooth and dry finish. Yeasty notes.,kevinator
Salt Ikat ,3.7,"Saltaire, West Yorkshire",Salt Beer Factory (Ossett),"330ml can: BB 16th Jan 2021. Drank at home on St George's Day 2020, during the virus Lock In. Hazy orange body, full head. Fruit cocktail aroma and taste with an underlying sweetness within the tropical citrus flavours. Nice!",BlackHaddock
North Brewing Co Tunnels Of LA,3.9,"Leeds, West Yorkshire",North Brewing Co,"Can at home in the garden with a BBQ, again!  24th April 2020.  Pours clear, aroma is aromatic and light pith.  Taste is sweet and some bitterness, not as dank and bitter, as I expected, light pine, not enough.  It’s a good beer, but I expected more",CraftBeerNick
Arbor C Bomb,3.8,"Bristol, Gloucestershire",Arbor Ales,"Big can in the garden on a conference call, 24th April 2020.  Pours a lIght golden straw colour.  Aroma is light citrus, fresh grass, peach.  Taste is clean and refreshing, light and easy to drink.  Good for the low ABV",CraftBeerNick
Wiley Roots Tyrannos Morissette,3.8,"Greeley, Colorado",Wiley Roots Brewing Company,"Clear golden with a disspating white head. Aroma of zesty hops, lacto funk, mild tropical notes and a light piney spice. Similar flavor, tart, zesty and mildly acidic with light hop bitterness. Light body with a refreshing finish. Good.",ajnepple
Firestone Walker Propagator Single Hop Series : Citra,2.4,"Paso Robles, California",Firestone Walker Brewing (Duvel-Moortgat),Great design on the can. Definitely a collector's Limited Release desire. Flavor was more hoppy than fruity.,bpreo
Tilted Mash Campfire S'Mories,3.9,"Elk Grove, California",Tilted Mash Brewing,Can shared by beerboxer. Pours near black with a thick tan head and a chocolate and marshmallow aroma. There is a near full-bodied dark molasses flavor with a maple finish.,marcus
"Collective Arts Surround Sound (Enigma, Moutere, Simcoe & Centennial)",3.9,"Hamilton, Ontario",Collective Arts Brewing,"last day of january canning. pours hazy light golden with a nice white cap offering some retention and lacing. stingy pineapples, grapefruit dusty bitters, moutere more than any of the rest, integrated alcohol - it does feel rather seven than above eight per cent, some grated white coconut, fairly fruity yeast action. moderate carbonation, light body - oily; never hot, smooth and balanced tropical-citrusy finish. a fresh batch would be so fun - another already old product on quebec shelves from CA. otherwise very nicely crafted double spa with moutere piercing through.",czar
Molson Fireside Lager,3.2,"Montréal, Quebec",Molson Brewing Company (Molson Coors),"Good beige foam and a deep reddish brown body, smells of nice dried unsweetened barley with coffee notes. Flavour is watery molasses, dried coffee bean, roasted barley. Finish is a little wet. Still this is a very drinkable schwarzbier, surprisingly so given the source.",DeanF
"Oozlefinch Sour, Not Stirred",3.7,"Fort Monroe, Virginia",The Oozlefinch Craft Brewery,"Yellowish appearance with a fizzy white head. Aroma of orange juice, lacto funk, lemon zest and light herbal/floral notes. Similar flavor, adding moderate acidity and a mild syrupy sweetness. Light to medium body with a puckering finish. Good.",ajnepple
Modern Times Cosmic Entiity,4.0,"San Diego, California",Modern Times Beer,"Poured from a 32 oz crowler dated April 1, 2020. 
Aroma is very chocolate forward with lots of malt character. Lighter caramel, toffee and roast. Moderately strong coconut notes with moderate vanilla and light marshmallow. Light to medium light alcohol spice notes. 
Pours jet black with a medium large, thick, frothy, dark mocha head that steadily recedes. No lacing and sheets of alcohol. 
Flavor is fairly sweet, but not over-the-top with lots of chocolate malt notes and lighter caramel, toffee and roast notes. Moderately strong bitterness and medium light alcohol spice. Moderately strong coconut and vanilla notes with lighter marshmallow flavors. 
Mouthfeel is full bodied with medium low carbonation. Low astringency and medium alcohol warmth. 
Overall, a pretty nice imperial adjunct stout. It's a bit on the bitter side, but it's also not overly sweet which is nice. Adjuncts are well balanced.",ineedbeer
FiftyFifty Imperial Eclipse Stout - German Chocolate Cake,3.7,"Truckee, California",FiftyFifty Brewing Company,From bottle to tulip.  Chocolate and vanilla aromas are predominant.  Pours black with small brown highlights around the corners.  Light brown head fades rather quickly to a collar of small bubbles with a dusting across the top.  Flavor is chocolate and the coconut comes out more here than the aroma.  Fairly boozy!,Zymurgeist2
Shepherd Neame Bishops Finger (Filtered),3.5,"Faversham, Kent",Shepherd Neame,"Gorgeous copper coloured beer , healthy beads , small head  ... pungent , golden syrupy - rich malty aroma  ..   . Thick frothy mouthfeel , very malty , biscuity ... delicious ... bitter , balanced  .... oh , in a land down under , wish I could drink this frequently    : yum , cheers !",TrappistRates36
Everybody's / Stoup The Devil's Science Fair,4.0,"White Salmon, Washington",Everybody's Brewing,"From a 16 oz can into a stem glass.  Pours hazy grapefruit gold with head and lace.  Aroma of grains, hops, citrus zest.  Significant carbonation and mouthfeel.  Flavors of grains, straw hops, rich malts, minerals, citrus concentrate, bitter grapefruit rind zest.  Overall rich, flavorful, tasty.",DenverLogan
Definitive Ale,3.7,"Portland, Maine",Definitive Brewing Company,"Can at home. Rather murky.  Nose and tats of tropical fruits, pineapple, melon, lime, lemongrass, eaerhh",Jow
Celestial Beerworks / Islla en el Cielo,3.5,"Dallas , Texas",Celestial Beerworks,"Can thanks to Tim. Pours a dark brown with small beige head. The aroma is spice, cocoa, roast, booze. Slick body, cinnamon, cocoa, roast, nice sweetness, very good.",djd07
FiftyFifty Imperial Eclipse Stout - Basil Hayden Barrel,4.0,"Truckee, California",FiftyFifty Brewing Company,Bottle from BevMo. Pours dark brown with a modest tan head and a treacle and whiskey aroma. There is a full-bodied dark molasses flavor with a lot of whiskey. Warm alcohol trail.,marcus
Bolero Snort Variabull 009,3.4,"Carlstadt , New Jersey",Bolero Snort Brewery,"16 ounce can. Number one with a bullet. Opaque brown color. Frothy tan head. Roasted malt nose hints at mint and chocolate. Flavor follows nose. Mint, chocolate and caraway seeds. Flavors are straightforward as advertised, except for the caraway. Sticky mouthfeel. Brief bitter finish.",gripweed57
Twin Sails Jock Jams - Lemon Bar,3.5,"Port Moody, British Columbia",Twin Sails Brewing,"473mL can, pours an opaque murky orange with a medium white head. Aroma brings out lemon meringue, sweet pith, and lacto. Flavour is surprisingly nice, with sweet and sour lemon and lacto. I didn’t expect this to be good, but the sweet and sour lemon character really works.",mcberko
Gulden Draak Imperial Stout,3.5,"Ertvelde, Belgium",Brouwerij Van Steenberge,"11.2oz shorty bottle. Creamy beige head on top of a deep brown body. Cocoa powder and alcohol aroma. Sort of seems like a Belgo pastry stout. Sugary and sweet, lacks the finesse or depth of the classics. Brown sugar, chocolate syrup.  Drinkable, OK.",nuplastikk
Red Shedman Andromeda Galaxy,4.6,"Mount Airy, Maryland",Red Shedman Farm Brewery & Hop Yard,"Slight haze, thick white head, clean, crisp, easy ale. Sweet, slightly citrus nose. Almost an artificial creamsicle undertone. Pleasant, easy drinker.",bolimbold
Untitled Art / Eighth State Macadamia White Chocolate Stout,3.7,"Waunakee, Wisconsin",Untitled Art,"12-oz can from binnys Lincoln Park. huge cascading head, nutty (cold) nose, creamy, sweet, super nutty, slightly chemical, in fact white chocolate, surprisingly not boozy.",zebra
HenHouse The Walrus is Paul,3.6,"Santa Rosa, California",HenHouse Brewing Company,"16 ounce can. Pours a hazy orange hue with a small white head. A light lemon and dry paper like malt nose. Fairly thin, lemons, light undertones of big funky tropical notes like papaya, some dry earth malt base flavors. Pretty soft. Good.",douglas88
Port Brewing Strata Swell,4.0,"San Marcos, California",Port Brewing Company / The Lost Abbey,Can from Trader Joe’s in Cupertino.  Yellow color.  Nice fruity and grapefruit hop bitterness.  Light malty but dry finish.  Medium body.  Easy to drink.  Excellent.,wetherel
Cactus Land Reese,3.5,"Adkins, Texas",Cactus Land Brewing Company,"Can thanks to Tim. Pours a dark brown with small beige head that lasts. The aroma is peanuts, cocoa, cracker malt. Slick body, cocoa, roast, cracker, dry finish, very good.",djd07
The Bruery Bakery: Banana Bread,3.8,"Placentia, California",The Bruery,"Can. Pours black with a light brown head that dissipates to the edges. Aroma has banana and dark grains, roasted malts and a bit of nuttiness underlying. Flavor has dark grains and a bit of bourbon with a growing banana and a light nuttiness.",deyholla
Terre Haute Velvet cream milk stout,3.4,"Terre Haute, Indiana",Terre Haute Brewing Company,"Pours a shiny black color with a brown head. Roasted malt, chocolate and lactose aroma. A little light on flavor and mouthfeel with a nice aftertaste.",coachd
Badlands Sambro,3.8,"Caledon, Ontario",Badlands Brewing Company,"500 ml bottle from the brewery.  Pours a murky dull golden colour with moderate-sized white head that leaves spotty lacing.  Aroma is dank tropical fruit with breadiness.  Flavour has apricot, dank mango grapefruit and breadiness.  Modestly bitter finish.  Another nice one.",Spab
Ancient Fire Rosa Nova,3.9,"Manchester, New Hampshire",Ancient Fire Mead and Cider,"Growler from the source. 
Brilliant medium rose with a smattering of bubbles when first poured. Great raspberry nose and flavor with a hint of cranberry tartness. I would have liked a hint more honey sweetness, but its a clean well made tasty beverage.",johnnnniee
Russian River Citra Flash Mob,4.1,"Santa Rosa, California",Russian River Brewing Company,Can from Cap Tap. Pours hazy gold with a thick foamy white head and a huge citrus aroma. There is a hearty pale malt flavor with a lot of citrus and a fairly bitter finish. West Coast hazy.,marcus
3 Nations Horchata,3.6,"Farmers Branch, Texas",3 Nations Brewing Company,"Can thanks to Tim. Pours a very dark brown with medium beige head. The aroma is cocoa and roast. Slick body, cocoa, roast, cold brew coffee, spice, light booze, very good.",djd07
Dimensional Millions Of Them,4.0,"Dubuque, Iowa",Dimensional Brewing Company,Crowler. Pours a slightly hazy yellow with a slight orange hue and a white head that dissipates to the edges. Aroma has tart peach and sweet grains with a bit of cinnamon underlying. Flavor starts with tart peach and has a growing graham cracker presence with a slight cinnamon bite.,deyholla
Resident Culture / Wooden Robot What a Time To Be Alive ,3.2,"Charlotte, North Carolina",Resident Culture Brewing Company,"Can thanks to Tim. Pours golden with medium white head that lasts. The aroma is corn malt and floral. Slick body, wheat, bitter, light crisp finish, good.",djd07
Mikerphone Solo,3.8,"Elk Grove Village, Illinois",Mikerphone Brewing,"Aroma is citrus/fruit/floral and mild sweetness/hint of soap.  The flavor is fruit/citrus, earthy malts and a mild/medium sweet/slight tropical fruit/hop finish.",wlajwl
Cactus Land Toasted Coconut Stout,3.4,"Adkins, Texas",Cactus Land Brewing Company,"Can thanks to Tim. Pours a dark brown with small beige head that lasts. The aroma is cracker malt, coconut, roast. Slick body, coconut, roast, light boozy finish, cracker dry finish, good.",djd07
FiftyFifty Old Digs (Malbec BA),3.9,"Truckee, California",FiftyFifty Brewing Company,"Bomber, 2019 vintage. Boysenberry aroma with notes of red wine, burnt toffee, caramel and oak. Pours dark toffee brown colored with a thin tan head that has good retention and excellent lacing. Starts with burnt toffee, caramel and boysenberry flavors. Finishes smooth with red wine and oak flavors joining more burnt toffee notes. Decent wheat wine.",zoucrew102
Lion Bridge Gazprom Double Maple,4.2,"Cedar Rapids, Iowa",Lion Bridge Brewing Company,"12oz can from Windsor Hy-Vee, in a Sam Smith pint glass. Potent, unmistakable Pancake House syrupy smell at arm's length, with malted milk balls, something sort of marshmallowy, caramel, vanilla, wood smoke, candied plums and light roast. Awesome awesome. Pours oily black with one finger of creamy chocolate head that dissolves to a thin cover in a few minutes. Complex flavor profile that evolves from one sip to the next: Big hit of maple up front with chocolate and caramel around the mid-palate, long finish with ripe fruit and medium-roast and a flash of heat as the big ABV hits bottom. Full-bodied, but easier to drink than you'd think at first, sweet and sticky on the gums and back of the throat as you'd expect. Managed to get my hands on this unexpectedly just about a month after I tried its little brother, and I'm sure glad I did. The two experiences couldn't be more different. Double Maple is a big beer, and quite sweet, and although the maple is a consistent throughout, the other flavors fluctuate in surprising ways I associate with some of the best stouts out there. I'm really enjoying this one. Cheers Lion Bridge! To your health!",saltyseadog
Backcountry Three Stacks of High Society,3.9,"Squamish, British Columbia",Backcountry Brewing (BC),"473mL can, pours an opaque cloudy orange with a large foamy white head. Aroma brings out a wonderful white wine tang from the Nelson, with citrus hops, pine, and biscuity malt. Flavour is really juicy, with lots of piney hops, tropical fruit, lots of juiciness, and light tanginess. Juicy as hell, with just enough of pine. Not too yeasty or chewy. Delicious.",mcberko
Jester King Unfiltered Pilsner,3.5,"Austin, Texas",Jester King Brewery,"Can thanks to Tim. Pours a hazy golden with medium white head. The aroma is dough, citrus, wheat. Slick body, crushable, wheat, dough, light crisp finish, very good.",djd07
